Kassenart;Quelle;Erstellungsdatum;Typ;Risikogruppe;Einheit;Wert
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG069;VT;34086
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG070;VT;22491
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG071;VT;16057
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG072;VT;7345
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG073;VT;4960
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG074;VT;7010
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG075;VT;3580
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG076;VT;3144
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG077;VT;5367
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG078;VT;4499
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG079;VT;4103
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG080;VT;1442
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG081;VT;2514
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG082;VT;732
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG083;VT;823
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG084;VT;553
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG085;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG086;VT;732
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG087;VT;485
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG088;VT;366
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG089;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG090;VT;366
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG091;VT;91
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG092;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG093;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG094;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG095;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG096;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG097;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG098;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG099;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG100;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG101;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG102;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG103;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG104;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG105;VT;367
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG106;VT;1617
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG107;VT;290357
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG108;VT;2669155
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG109;VT;8321263
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG110;VT;15867121
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG111;VT;23544247
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG112;VT;28290397
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG113;VT;30704762
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG114;VT;33527114
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG115;VT;36853692
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG116;VT;39892522
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG117;VT;43004011
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG118;VT;48595888
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG119;VT;49655744
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG120;VT;52589561
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG121;VT;52530115
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG122;VT;51007805
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG123;VT;49522277
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG124;VT;48272927
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG125;VT;47252747
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG126;VT;47203590
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG127;VT;46092902
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG128;VT;45217054
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG129;VT;42795015
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG130;VT;41842935
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG131;VT;40960485
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG132;VT;39529925
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG133;VT;38946714
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG134;VT;39520769
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG135;VT;39842576
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG136;VT;43085585
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG137;VT;46421722
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG138;VT;47888318
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG139;VT;50756815
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG140;VT;52320938
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG141;VT;52700581
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG142;VT;54005023
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG143;VT;54148051
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG144;VT;55222205
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG145;VT;54455102
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG146;VT;52513509
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG147;VT;50747345
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG148;VT;48287728
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG149;VT;45741134
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG150;VT;42055490
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG151;VT;39800388
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG152;VT;36995461
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG153;VT;33375286
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG154;VT;29281274
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG155;VT;21908416
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG156;VT;10414577
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG157;VT;6590618
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG158;VT;699885
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG159;VT;108952
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG160;VT;49681
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG161;VT;30752
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG162;VT;16529
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG163;VT;8054
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG164;VT;7991
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG165;VT;4419
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG166;VT;6567
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG167;VT;5010
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG168;VT;3287
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG169;VT;2892
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG170;VT;1266
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG171;VT;3539
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG172;VT;3110
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG173;VT;732
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG174;VT;1525
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG175;VT;1168
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG176;VT;1464
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG177;VT;1448
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG178;VT;685
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG179;VT;964
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG180;VT;0
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG181;VT;2562
AOK;Grundlagenbescheid;20. Nov 17;KAGG;KAGG182;VT;1783
AOK;Grundlagenbescheid;20. Nov 17;KEG;KEG001;VT;1309370
AOK;Grundlagenbescheid;20. Nov 17;KEG;KEG002;VT;5296898
AOK;Grundlagenbescheid;20. Nov 17;KEG;KEG003;VT;1373336
AOK;Grundlagenbescheid;20. Nov 17;KEG;KEG004;VT;716176
AOK;Grundlagenbescheid;20. Nov 17;KEG;KEG005;VT;158710
AOK;Grundlagenbescheid;20. Nov 17;KEG;KEG006;VT;11432
AOK;Grundlagenbescheid;20. Nov 17;KEG;KEG007;VT;366
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG001;VT;313034
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG002;VT;42821
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG003;VT;51620
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG004;VT;56636
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG005;VT;67956
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG006;VT;79809
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG007;VT;62102
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG008;VT;90773
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG009;VT;89862
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG010;VT;118371
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG011;VT;134373
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG012;VT;146006
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG013;VT;180742
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG014;VT;200297
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG015;VT;220065
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG016;VT;253561
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG017;VT;275626
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG018;VT;290777
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG019;VT;325705
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG020;VT;332170
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG021;VT;333302
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG022;VT;454808
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG023;VT;466561
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG024;VT;443441
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG025;VT;473053
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG026;VT;507402
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG027;VT;426784
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG028;VT;336283
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG029;VT;187838
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG030;VT;96272
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG031;VT;24457
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG032;VT;224126
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG033;VT;33427
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG034;VT;40788
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG035;VT;45127
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG036;VT;49566
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG037;VT;53136
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG038;VT;61373
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG039;VT;69673
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG040;VT;72305
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG041;VT;80512
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG042;VT;89278
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG043;VT;118732
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG044;VT;136197
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG045;VT;146990
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG046;VT;159898
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG047;VT;202556
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG048;VT;225891
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG049;VT;278738
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG050;VT;296364
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG051;VT;303401
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG052;VT;373560
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG053;VT;546345
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG054;VT;624185
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG055;VT;621265
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG056;VT;654722
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG057;VT;713148
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG058;VT;658196
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG059;VT;568122
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG060;VT;338306
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG061;VT;145845
AOK;Grundlagenbescheid;20. Nov 17;KEMG;KEMG062;VT;71984
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG001;VT;9232763
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG002;VT;90903749
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG003;VT;133032212
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG004;VT;98770889
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG005;VT;151583239
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG006;VT;124988030
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG007;VT;131817490
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG008;VT;145619427
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG009;VT;142388961
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG010;VT;177910194
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG011;VT;183210191
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG012;VT;149049860
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG013;VT;114050252
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG014;VT;90810457
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG015;VT;64957920
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG016;VT;71784227
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG017;VT;46661944
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG018;VT;28694448
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG019;VT;12807914
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG020;VT;3206384
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG021;VT;9803608
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG022;VT;95996978
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG023;VT;140123545
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG024;VT;105055112
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG025;VT;164294112
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG026;VT;132514854
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG027;VT;131179785
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG028;VT;130823133
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG029;VT;132839324
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG030;VT;176390260
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG031;VT;188070247
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG032;VT;151748606
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG033;VT;113870819
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG034;VT;91120315
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG035;VT;66513853
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG036;VT;71621313
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG037;VT;41422354
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG038;VT;19626094
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG039;VT;5598825
BKK;Grundlagenbescheid;20. Nov 17;AGG;AGG040;VT;913819
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG001;VT;0
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG002;VT;102112
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG003;VT;281133
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG004;VT;209992
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG005;VT;259348
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG006;VT;130468
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG007;VT;188020
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG008;VT;307791
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG009;VT;331591
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG010;VT;383691
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG011;VT;440268
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG012;VT;418883
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG013;VT;506136
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG014;VT;844939
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG015;VT;942204
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG016;VT;797317
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG017;VT;511396
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG018;VT;225427
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG019;VT;65894
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG020;VT;13164
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG021;VT;0
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG022;VT;113864
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG023;VT;283179
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG024;VT;228761
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG025;VT;216522
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG026;VT;143225
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG027;VT;232070
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG028;VT;355186
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG029;VT;419512
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG030;VT;484118
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG031;VT;552152
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG032;VT;462026
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG033;VT;357430
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG034;VT;472523
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG035;VT;673260
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG036;VT;737270
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG037;VT;460518
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG038;VT;133495
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG039;VT;37833
BKK;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG040;VT;4885
BKK;Grundlagenbescheid;20. Nov 17;EMG;EMG001;VT;5748100
BKK;Grundlagenbescheid;20. Nov 17;EMG;EMG002;VT;13218499
BKK;Grundlagenbescheid;20. Nov 17;EMG;EMG003;VT;17784871
BKK;Grundlagenbescheid;20. Nov 17;EMG;EMG004;VT;4558376
BKK;Grundlagenbescheid;20. Nov 17;EMG;EMG005;VT;11077242
BKK;Grundlagenbescheid;20. Nov 17;EMG;EMG006;VT;17727149
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG001;VT;2583240
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG002;VT;4886637
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG003;VT;174866
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG004;VT;123878
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG005;VT;1745007
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG006;VT;303988
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG011;VT;7460978
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG012;VT;14444787
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG013;VT;28139885
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG015;VT;36293328
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG016;VT;37247501
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG017;VT;15840646
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG018;VT;593751
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG019;VT;185380836
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG020;VT;56259484
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG021;VT;1360727
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG022;VT;3300284
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG023;VT;14419132
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG024;VT;27115388
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG025;VT;68359
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG026;VT;5814222
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG027;VT;5848510
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG028;VT;2444625
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG030;VT;286779
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG031;VT;5686475
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG032;VT;200689
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG033;VT;13723456
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG034;VT;562107
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG035;VT;106096
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG036;VT;18134
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG037;VT;3088412
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG038;VT;5124
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG039;VT;57629935
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG040;VT;38609936
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG041;VT;3346316
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG042;VT;4047902
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG043;VT;377011
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG044;VT;1214931
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG045;VT;429183
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG046;VT;30194991
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG047;VT;1348909
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG048;VT;134425
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG049;VT;2176363
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG050;VT;8335440
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG051;VT;9074919
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG052;VT;25402190
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG053;VT;15690776
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG054;VT;10407845
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG055;VT;4343914
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG056;VT;6900646
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG057;VT;110652197
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG058;VT;213891128
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG060;VT;5643570
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG061;VT;2930651
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG062;VT;7652221
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG063;VT;1602598
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG065;VT;13156036
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG071;VT;49185452
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG072;VT;6007034
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG073;VT;6147475
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG074;VT;33520477
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG075;VT;3080312
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG077;VT;2144310
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG078;VT;9897515
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG079;VT;1820003
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG080;VT;90885074
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG081;VT;10819131
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG083;VT;53854199
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG084;VT;109832846
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG086;VT;83853766
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG087;VT;39389
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG088;VT;2346053
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG091;VT;470812826
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG092;VT;85054378
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG095;VT;1437760
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG096;VT;7125670
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG098;VT;1516752
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG099;VT;3649362
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG100;VT;14780248
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG101;VT;3717230
BKK;Grundlagenbescheid;20. Nov 17;HMG;HMG103;VT;22801869
